,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),Source
91,c278b1ac4fee40b7bc024c6a888d5802,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0468000000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
92,3c8d69803c6b4630a69448303254a1d3,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.04909,0.0018700000000000006,10.1016/j.jct.2016.07.003
93,f152ea0a39304af2b7827683f7a5927e,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0510800000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
94,d75400e4fd2d49bc8a9da9604d42510a,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0530100000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
95,d84ef93124ba4fffbb51b8b5fbe24c5d,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0550700000000002,0.0018750000000000004,10.1016/j.jct.2016.07.003
96,963c2844c2e940e1a4bab23fd1446b7f,298.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0570300000000001,0.0018750000000000004,10.1016/j.jct.2016.07.003
97,1ce989f56ee7497a86e5f664d2fd2871,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0335500000000002,0.0018650000000000003,10.1016/j.jct.2016.07.003
98,a5c42b469ff94c89802f64b858b38411,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0361000000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
99,7f727058ab8f48d1aa3a1215a2573e94,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0386000000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
100,54d5ee209f484516949e2a96933fe01f,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0409100000000002,0.0018700000000000006,10.1016/j.jct.2016.07.003
101,2bc55c8649bc4947a59c6d36661bc3e0,303.15,87.0,Liquid,2,[Cl-].[Li+],Solvent,0.030578846114760482,,O,Solvent,0.9694211538852395,,1.0429600000000003,0.0018700000000000006,10.1016/j.jct.2016.07.003
