Mixture,Count
CCCCCCCCO | CCCCCCCCCCCC,18
C1CCOCC1 | Cc1ccccn1,72
CC(C)O | C1CCCCC1,9
C1CCOC1 | OCC(F)(F)F,62
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CC(C)=O,13
NCCOCCO | O,22
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,9
CCCOC(=O)CCC,8
COCCO,2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CCCCOCCCC | C1CCCCC1,38
CC(=O)CC(C)=O | CCO,120
CCCCCC(=O)CC,1
CCCCC(=O)OCC | BrCCCCCBr,31
COP(=O)(OC)OC | CCCCO,15
Cc1ccccc1 | ClCCc1ccccc1,16
CC(C)OC(C)C | C=C(C)C=O,10
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | Cc1ccccc1,12
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCOCCO,46
COC(C)=O | CCCCCC,38
C1CCOCC1 | c1ccncc1,72
CCCCOP(=O)(OCCCC)OCCCC | CCO,22
CCOC(C)=O | CCCCCCC,105
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCCCC,19
CCCCCCCCCCCCCCC | CCCOC(=O)CC,16
COc1ccccc1 | OCCc1ccccc1,29
CCCOC=O | ClCCCCCl,31
c1ccccc1 | CCCCCCC,3
CC(C)=O | CCCCNCCCC,9
O=Cc1ccccc1 | CCCCO,12
CCCCOC(=O)CCC | ClCCCl,16
CCCCCOC(C)=O | CCCCCCCCCCCCC,19
C#CCCCC | COC(C)(C)C,10
[Br-].[Br-].[Br-].[Pr+3] | [Br-].[Na+],20
COC(=O)OC | CCCCCCCC,79
CS(C)=O | Clc1ccccc1,17
BrCBr | C1CCOC1,10
CCCCC#N,1
CS(C)=O | CCCCCCO,17
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,67
CCCCCCCCCCCC | CCOC(C)=O,32
CNc1ccccc1 | CCCCCCCCCC,9
CS(C)=O | C1COCO1,17
BrCCCBr | CCCCOC(C)=O,27
CCOC(C)(C)CC | CCC#N,18
CCCc1ccccc1 | ClCc1ccccc1,12
CCCO | CCCCCCCCC,15
C=CCCCCCC | CCCCCCO,9
c1ccncc1 | Cl.N | O,18
COc1ccccc1,2
CCCCCC(=O)O | CS(C)=O,66
c1ccsc1,1
C=CCCCC | CCCCCCCC,19
Cc1ccccc1N | c1ccncc1,72
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | CCO,38
CN1CCCC1=O | ClC(Cl)=C(Cl)Cl,13
CCCCC | CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,118
C1CCOC1 | C1CCCCC1,19
CCOCCOCCOCC | OCc1ccccc1,17
CCC(=O)CC | O,96
CC(C)(C)O | CCCCOC=O,34
CCCCCC(=O)O,1
Cc1ccccc1N | Cc1cccc(C)c1,14
CC(C)=O | Nc1ccccc1,10
CCCCCCCCCCCCC | CCCCCOC(=O)CC,17
CCOC(C)=O | CC(=O)O,14
CCCCC | CCCOC=O,66
O=C=O | CCOC(C)=O,41
COC(=O)OC | CO,84
CCCCOC(C)=O | CCCCCCCCCCCCCCCCC,19
CCCCn1cc[n+](C)c1.N#C[N-]C#N | O,48
CCCCCCC(C)=O | CCCCCCCCCCCCCC,60
OCC(F)(F)F | O,50
CC(C)(C)O | CCOC=O,35
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CC(C)O,44
C1CCOCC1 | C1CCNCC1,9
Cn1ccnc1,34
O=C1CCCCC1 | CCCCCCCCC,15
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,89
CCOC(=O)CC(C)=O | CCCO,78
CCOC(C)=O | CCCCCCCCCCCCCCC,18
CCN(CC)CCCN | CCCCCC,16
CCCCCC(C)C,2
Cc1cccnc1 | O,24
CN(C)C=O | ClCCCl,23
CCOC(=O)CC(C)=O | CCO,78
CCCOC(=O)CC | CCCCCCCCCCCCC,17
CCCC(=O)OC | BrCCBr,29
CCOC=O | ClCCCl,47
CCCOCCC | C1CCOC1,20
CCCCc1ccccc1 | ClCCc1ccccc1,15
CCCCCCCC | Cc1cncc(C)c1,11
C[N+](=O)[O-] | CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,10
Cc1ccccc1Cl | C1COCO1,72
CCCCCCCCCCC | CCCCCOC(=O)CC,16
CCCCCO | CC(C)CC(C)(C)C,64
COC | C=CC,19
ClC(Cl)(Cl)Cl | CCCCCC,11
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | O,17
ClCCCCl | CCCOC(=O)CC,27
CCCCCC,61
Cc1ccc(C)cc1,3
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCCCCCC,25
CCOC(C)(C)C,9
CCCCC(=O)OC | BrCCCCCBr,28
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | c1ccsc1,38
ClCCCl,5
CC#N,12
Cc1ccccc1 | CCOC(C)(C)C,40
CCCCOC(C)=O | ClCCCCl,13
CCCCC(=O)OC | CO,38
CCO | c1ccncc1 | [Cl-].[Cl-].[Zn+2],12
COC(=O)OC,37
OCCN(CCO)CCO | O,22
C1CCCCC1 | Cc1cncc(C)c1,9
CCCCCOC(C)=O | CCCCCCC,18
COCOC | C1CCCCC1,16
C1COCCO1 | O=C1CCCCCC1,90
CC(=O)N(C)C | ClCCl,19
CC/C=C\CCO,5
C1COCCO1 | O=CO | [Cd+2].[Cl-].[Cl-],10
COC=O | BrCCCCCCBr,29
CCC(C)=O | CCCNCCC,10
Cc1ccccc1 | CCCCCCC,221
CCOC=O,34
ClC[C@H]1CO1,1
ClCCCCl | CCCOC(=O)CCC,28
CCCCOC=O | ClCCCCCCCl,59
CCC#N | c1ccccc1,20
COC(=O)OC | Cc1ccc(C)cc1,38
COC(C)(C)C | CCCCCO | CCCCCCCCC,52
CCOC(=O)CC(=O)OCC,14
CCCOCCC | C=CCCCC,20
CCCCn1cc[n+](C)c1C.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,90
CC(C)CC(C)(C)C | CCCCO,19
CCOC(=O)CC(=O)OCC | CC(C)CO,114
CCCCCOC=O | ClCCCCl,28
CCCCO | CCN(CC)CC,20
CN1CCCC1=O | Cc1ccccc1,14
O=[N+]([O-])c1ccccc1 | CCCCCCCC,5
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CN(C)C=O,118
CCCO | CC1CCCCC1,37
CC(=O)CC(C)=O | CCCCCO,84
C=C(C)CC(C)(C)C,1
CCCCCCO | CCCCCCCC(=O)O,51
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,7
ClCCCCCCl,1
CCCCCCCCCC(=O)OC | CCCCCCCCCCCCCC,38
Nc1ccccc1,3
CS(C)=O | CCC(C)=O,15
C1CCOCC1 | C1COCCN1 | C1CCCCC1,24
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,21
CCOC(C)=O | CCCCCCCCCCCCCCCCC,20
COC(C)=O | CCCCO,56
CCCCCC(=O)CC | CCCCCCCCCCCCCC,53
CCOC(=O)C(C)C | CCCO,44
c1ccccc1 | BrCBr,9
ClC(Cl)(Cl)Cl | CCCCCCCC,8
CCCC#N | c1ccccc1,16
CCCCOC=O,35
CCCCCC(=O)OC(=O)CCCCC,1
ClCCCCl | CCCOC(C)=O,28
COC(C)=O | CC(C)CO,51
CN1CCCC1=O | CC(Cl)(Cl)Cl,20
CCn1cc[n+](C)c1.COP(=O)([O-])OC | CCO,9
CCCCOC(C)=O | CCCCCCCCC,16
CCCCCCCCCC(=O)OC | CCCCCC,19
CC#N | CCCCCCCCCO,60
CCO | c1ccncc1 | [Ca+2].[Cl-].[Cl-],24
CS(C)=O | OCCCc1ccccc1,29
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,90
C=CCCCC | CCC(C)(C)C,19
CCCCC(=O)OCC | BrCCCCBr,27
C1CCCC1 | CCCCCCO,11
CCn1cc[n+](C)c1.COP(=O)([O-])OC | CO,8
CCCCOCCCC | CCCO,21
ClCCCCCCCl | CCCOC(=O)CCC,26
CCCOC(C)=O | CCCCCCCCCC,108
CN1CCCC1=O | ClC(Cl)C(Cl)Cl,23
ClC[C@@H]1CO1,1
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,21
CCOC(C)=O | CCCCCC,157
COC(C)(C)C | CCCCCCCC,128
CC(=O)OCCO | CC(=O)OCCOC(C)=O,7
COC(C)=O | CCCCCCCCCCCCC,17
c1ccccc1 | CCOC(C)OCC,19
NCCCNCCCN | O,18
CO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,34
OCCOCCO | OCc1ccccc1,29
CCCC(C)C,3
CCCCOC(C)=O | ClCCCCCl,16
CCO | c1ccncc1,12
CC#N | CCCCCOCCC,80
CCO | CC(=O)OC(C)=O | CC(=O)O,19
CCCCO | Cc1ccccc1,38
C1CCOCC1 | OCC(F)(F)F,60
CCCCCCC | CCN(CC)CCN,13
CC(C)(C)O | CCCCOC(=O)CCC,34
C1CCOC1 | CCCCCCCCCO,9
CCOCCO,4
CCCOC=O | ClCCCCCCl,30
CC(C)=O | CCCNCCC,9
COCCOCCOC,2
CCOC(=O)C(=O)OCC | CO,75
OCCOCCO | O,17
CCOC(C)=O | ClCCCCl,16
CCC(C)=O | CCCCNCCCC,9
CC(=O)c1ccccc1 | CCCO,60
[Cl-].[K+] | [Cl-].[Li+],15
C1CCOC1 | CCCCCCCCCC,19
Cc1cncc(C)c1 | CCCCCC,10
CCCCCCCCC,47
BrCCCCBr | CCOC=O,32
COC=O | ClCCCCl,32
OCCOCCOCCO | OCc1ccccc1,29
CO | CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26
CC(=O)CC(C)C | CCCO,10
Cc1cccc(C)n1 | CO,22
CCCC(=O)OCC | ClCCCCCCCl,31
CCCCOCCO,2
C1CCCCC1 | CCCCO,19
CCCC(=O)OC[C@H]1CO1,1
C1COCCO1 | O=CO | [Cl-].[Na+],11
CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-] | O,88
CN1CCOCC1,1
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCC(=O)CC,12
ClC(Cl)Cl,21
CCCCOC(C)=O,5
CC(C)OC(C)C | c1ccccc1 | Cc1ccccc1,40
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,27
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4
C1CCOC1 | CCO,11
C1CCOCC1 | CCCCCCCCO,11
CCOCCOCC | OCc1ccccc1,17
CCCCCC(C)=O | CCCCNCCCC,9
CCCCOCCCC | CC(C)C(C)C,20
CCO | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,45
CCCCc1ccccc1,1
CCCCOC(C)=O | Cc1ccc(C)cc1,10
CCOC(C)=O | CCCCCCCCC,103
CCCC(=O)OCC,2
CCn1cc[n+](C)c1.COP(=O)([O-])OC | O,10
CCCCC,20
CN(C)CCO | CCO,96
CCOC(=O)C(=O)OCC,8
C=CCCCC | CCC(C)CC,19
CS(C)=O | CCCO,104
CCCCC(C)=O,4
CCOc1ccccc1 | OCc1ccccc1,29
C1COCCN1 | O,36
C1CCCCC1 | Cc1ccccc1,38
CCCCCCCCCCCCCCC | CCOC(=O)CC,18
COC=O | CCCCCCCCC,58
CCCCCCC | CCCOC(=O)CC,17
CN(C)CCN(C)CCO | O,6
CCCCCC | CCCCN(CCCC)CCCC,19
C=CCCCCCC | CCCO,9
CCOC(C)=O | CO,27
CCCCCCN,1
Cc1ccccc1O | CCO,4
COC(C)(C)CC(C)(C)C,12
CCCCCCCCC(C)=O | CCCCCCCCCCCC,59
C1COCCO1 | CCCC(C)=O,34
CN1CCCC1=O | C1CCCCC1,14
CCCCCC | C1CCCCC1,33
COC(C)=O | CCCCCCC,34
CC(=O)N(C)C | CCCCCCC,21
BrCBr | CCC(C)=O,9
CC#N | CCCCCCCCO,51
CC#N | CCCCCCCCCCO,59
CCC(=O)OC | CCCCCCC,34
CCC(=O)OC | CCCCCCCCCCC,19
OCCCc1ccccc1,3
CCN(CC)CCCN | CCCCCCCCCCCC,12
CCCOC(C)=O | CCCCCCC,96
CCOC(C)=O | ClCCCCCl,34
CC(=O)CC(C)=O | CCOC(C)=O,42
CS(C)=O | CO,18
CCCOC(C)=O | CCCCCC,113
CCCCOC(=O)CC | ClCCCl,16
CCCCCCC(C)=O | CCCCCCCCCCCC,58
Cc1ccccc1 | Clc1ccccc1,10
CCCc1ccccc1 | ClCCCc1ccccc1,17
Cc1cnccn1 | Cc1ccccc1,8
COCCOC | OCc1ccccc1,17
OCc1ccccc1,8
CCOc1ccccc1 | OCCCc1ccccc1,29
CCCCOC=O | ClCCCCCCl,62
CS(C)=O | CCCCO,17
BrCCCBr | CCOC=O,29
C1CCOC1 | CC(C)C(C)C,20
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | C=CCCCCCC,13
COC(=O)OC | Cc1cccc(C)c1,38
CCCCCCCC(=O)O,1
CCO | CC(=O)O,15
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | c1ccccc1,12
c1ccncc1 | NCCO,166
O | CCO,61
CCCCC(=O)OC | COC=O | CO,79
CCCCCCC(C)=O,2
CCCCCCCl,2
CCOCCOCCOCCO | OCc1ccccc1,17
COC(C)(C)C | CCCO,19
CC(=O)c1ccccc1 | O,55
CCCOCCC | CCCCOCCCC,20
C1CCOC1 | CCCCCC,19
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC,19
COC(C)(C)C | CCCCCCCCC,20
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCO,56
CCOC(=O)CC,3
CCCO | C=CCCCC,38
CCO | CC(=O)OC(C)=O,18
OCCOCCOCCOCCO | CCO,17
CCOC(C)(C)CC | CC#N,18
c1cc[nH]c1 | C1CCCCC1,64
Cc1ccccc1N | c1ccccc1,14
ClCCCCCl | CCCOC(=O)CC,27
CCN(CC)CCO | O,25
CCCCOCCCC | CCCCCO,19
COc1ccccc1O | CCO,5
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCCC(C)C,38
O | CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,94
COC(C)=O | BrCCBr,32
OC1=NCCC1 | CCO,14
CC(=O)N(C)C | C=CCCCCCC,19
CN(C)C=O | CCCCNCCCC,19
C1CCCCC1 | CCC(C)(OC)OC,19
CCCCCO | CCCCCCC,38
BrCCCCCBr | CCOC=O,28
CCCCCC(C)=O,3
BrCCCCBr | CCCCOC(=O)CCC,25
COC=O | CCCCCCC,108
CC(C)CO | c1ccccc1,14
CCCOC(C)=O | CCCCCCCCCCCCCCC,18
CCCOC(=O)CC | Cc1ccccc1,34
CC(=O)CC(C)=O | CCCCO,84
COC(=O)[C@@H](C)CO,1
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CO,71
CC#N | CCCCCCCO,51
C1CCCCC1 | Cc1cccc(C)n1,9
Cc1ccccc1N | Cc1ccccn1,72
COP(=O)([O-])OC.Cn1cc[n+](C)c1 | CCO,29
C[C@@H](N)c1ccccc1,1
CCOC=O | CCCCCCCC,107
CCO | CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
C[C@H](O)c1ccccc1,1
C1CCOCC1 | CCCCCCC,14
CC(=O)CC(C)=O | CC(C)CO,84
CCCCCCCCCCCCCCCCC,1
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | C=CCCCC,13
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F,10
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CO,129
CCOC(C)(C)C | CC#N,18
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F | CCCCO,34
C=CC | CC(=O)c1ccccc1,15
CCCCOP(=O)(OCCCC)OCCCC | CCCCO,21
CCCCCOC(C)=O | CCCCCCCCC,16
CCCC(C)=O | CNc1ccccc1,9
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1ccncc1,90
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCO,8
C=CCCCC | CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,11
CCCCCCCCC | CCCOC(=O)CC,16
CCOCCO | CCCCCC,51
CCCCC(=O)OCC | BrCCBr,29
CC(=O)CC(C)C | CCCCCO,11
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,133
CCCCCCCCCC(=O)OC | CCCCCCCCCCCC,38
CN1CCCC1=O,10
COC(=O)OC | Cc1ccccc1C,36
CC#N | ClC(Cl)(Cl)Cl,14
CCOC(=O)CC | ClCCCCCCl,15
CO | CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,27
COC(C)=O | BrCCCCCCBr,29
CCCCc1ccccc1 | Clc1ccccc1,11
CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,8
CCCCOC(=O)CC | ClCCCCCCl,14
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCCO,44
CCCCOC(C)=O | ClCCCCCCl,11
COP(=O)([O-])OC.Cn1cc[n+](C)c1,27
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | CO,36
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1 | c1ccncc1,32
C1CCCC1 | CCCCCCCCCCO,8
CC(=O)CC(C)C | CCCCCCO,10
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | CCCCO,34
C1CCCCC1 | C1CCOCC1,18
CCO | c1ccncc1 | Cl.N,20
ClCCc1ccccc1,1
CCn1cc[n+](C)c1.F[B-](F)(F)F | O,18
BrCCBr,1
COC(C)(C)C | CCC(C)CC,19
CC(=O)N(C)C | CCCCNCCCC,19
BrCCBr | CCOC(=O)CC,31
CC(=O)CC(C)=O | CC(C)O,84
CCCCOP(=O)(OCCCC)OCCCC | CCCO,16
CCCCOC(C)=O | Cc1ccccc1,11
CCOC(=O)c1ccccc1,2
CCCCCO | CCCCCCCCCC,19
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCO,142
COC=O | CCCCCCCCCC,48
CN(C)C=O | CCCCCl,23
CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCC(C)=O,12
C1CCOCC1 | Cc1ccc(C)cc1,14
CC#N | c1ccccc1,11
CCCO | CC(=O)O,22
CCn1cc[n+](C)c1.F[B-](F)(F)F | Cc1ccccn1,90
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCC,19
C=CCCCC | CC(C)CC(C)(C)C,19
CCC | COC,19
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | CCCCCC,13
CCOC(=O)CC(C)=O | CO,78
CCc1ccccc1 | ClCCc1ccccc1,12
COC(C)=O | CCCCCCCCCCCCCCCCC,19
CS(C)=O | ClC(Cl)=C(Cl)Cl,16
CCC(=O)OC | CCCCCCCCCCCCCCCCC,19
C[C@H](NCc1ccccc1)c1ccccc1,1
CCCOC(C)=O | CCCCCCCCCCCCCCCCC,19
OC1=NCCC1 | CC(C)O,14
OCc1ccccc1 | CCCCCCO,9
C1COCCO1 | Cc1cccc(C)c1 | Cc1ccccc1N,30
CCOCCO | CCCCCCCC,59
CCOC(=O)OCC | CCO,60
CCCCOC(C)=O | Cc1cccc(C)c1,10
CCCOC=O | ClCCCCCCCl,29
BrCCCBr | CCCCOC(=O)CCC,25
CCc1ccccc1 | Clc1ccccc1,12
CCCCCCCCCC | CCOC=O,95
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
c1ccccc1 | CCO,35
CCCC(=O)OC | CCCCCCC,16
CCCCO,31
CCCCOCCCC | CC1CCCCC1,38
Cc1cnccn1 | C1CCCCC1,9
COC=O | ClCCCl,31
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,2
CC(=O)OCCO | OCCO,9
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,114
Cc1cccc(C)n1 | Cc1ccccc1,13
ClCCCCCl,3
CC#N | CCCCCCCOC,80
COC=O | BrCCCCBr,27
CCCOCCC | CCC(C)(C)C,19
BrCCCCBr,1
c1ccccc1 | CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,70
Cc1ccccc1 | ClCc1ccccc1,12
CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2
CCCCCCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
O | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],81
CCOC(=O)OCC,5
CO | CC1CCCCC1,24
CCCCC#N | ClC(Cl)(Cl)Cl,17
CCN(CC)CC | CCCCCC,20
CCCCCCCCCC(=O)OC | CCCCCCCCCC,19
CCn1cc[n+](C)c1.O=S(=O)([O-])O,7
CCCOC=O,40
CCCCCCCCCCC | CCCCOC(=O)CC,18
CCOC(C)=O | ClCCCCCCl,15
CCO | C1CCOCC1,19
CC(C)=O | CCCO,21
BrCCCCCBr | CCCCOC(=O)CCC,29
CCCCCCCC,64
[Br-].[Br-].[Br-].[Pr+3] | [Br-].[Rb+],25
CCCCCCC | CCO,24
O | CCCC(=O)OC,88
BrCBr | c1ccncc1,11
ClCCCl | CCCOC(C)=O,29
CCCCC#N | c1ccccc1,17
CCCCC | COC=O,37
CCn1cc[n+](C)c1.N#CC(=C=[N-])C#N | O,59
c1ccccc1 | Cc1ccccc1,3
CCCCOC(C)=O | Cc1ccccc1C,10
CCCCCCCCO,9
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C | CCCCCCC,1
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,48
CCCCO | CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
CS(C)=O | Cc1ccccc1,16
O=C=O | CO,1
CCOC(C)(C)C | CCC#N,18
CCCCC(=O)OCC | ClCCCCl,31
c1cc[nH]c1 | CCCO,34
CCCOC(C)=O | CCCCCCCC,109
CCCCCCC | CCCCCOC(=O)CC,16
CCOC(C)=O | CC(C)O,27
COC=O | CCCCCC,49
CN1CCCC1=O | CCCCCCCCCl,23
CCO | CCOC(C)=O,62
ClC(Cl)Cl | Cc1ccccc1N,14
C[C@@H](NCc1ccccc1)c1ccccc1,1
Cc1ccc(C)cc1 | C1COCCO1 | Cc1ccccc1N,30
COCCOCCO,2
CCO | CC(=O)O | CCOC(C)=O,19
Cc1ccccc1Cl | C1CCOCC1,69
COC(=O)CC(C)=O | CC(C)O,52
CN(C)C=O | CCCCCCCl,23
COC(C)=O | CCCCCCCCC,19
CCCCOCCCC | CO,20
C1CCOCC1 | CCCCCCO,11
CN(C)C=O | CCCNCCC,19
C1CCOCC1 | Cc1ccccc1C,14
ClCCCCCCl | CCCOC(C)=O,27
CC1(C)C(=O)[C@]2(C)CC[C@H]1C2 | CCCCCO,44
CCCC(=O)OC | BrCCCCCCBr,26
CCCCCC | CCCCCCCCN(CCCCCCCC)CCCCCCCC,28
COC(C)=O | BrCCCCCBr,29
CS(C)=O | CC(Cl)(Cl)Cl,17
CCC(=O)OC | BrCCCCCBr,31
CCO | CC(=O)OC(C)=O | CCOC(C)=O,19
CN1CCOCC1 | O,24
CCCCOCCCC | CCCCO,141
CCCCc1ccccc1 | ClCc1ccccc1,14
BrCCCBr,1
CC(=O)N(C)C | CCCCOCCCC,19
CCOC(C)(C)C | CCCCCCC,37
CS(C)=O | ClC(Cl)C(Cl)Cl,21
CCCCCOCCC,8
COC(C)(C)C | CCO | CCCCCCCCC,40
C=CCCCC | CCCCOC,9
CCCCCO | C1CCCCC1,47
Clc1ccccc1 | ClCc1ccccc1,11
COC=O | BrCCBr,28
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.F[B-](F)(F)F,99
C1CCOCC1 | C1CCCCC1,14
c1ccccc1 | CCC(C)(OC)OC,18
CCCCC | CCCCOC=O,59
C1CCOC1 | CO,9
CC(=O)CC(C)C | CCCCO,10
CCn1cc[n+](C)c1.F[B-](F)(F)F | OC1=NCCC1,90
CCC(C)(C)O | CCO,10
BrCCCCCBr,1
CCCCCOCCCCC | CCCCCCCCCCCCCC,59
CCOC(=O)C(C)C | CO,44
CC(=O)N(C)C | CCCNCCC,20
CCCCCO | CCCCCCCCC,18
BrCCCCCBr | CCOC(=O)CC,30
Cc1cccc(C)c1,3
ClC[C@H]1CO1 | ClC[C@@H]1CO1,70
CCn1cc[n+](C)c1.COP(=O)([O-])OC | O | CCO,16
CC(=O)OC(C)=O,3
C1CCOC1 | CCCCO,11
c1ccccc1 | Clc1ccccc1,15
CCCCC(=O)OCC | ClCCCCCl,33
CCCCO | CCCCCCCCN(CCCCCCCC)CCCCCCCC,16
CCCCC | CCOC=O,65
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],135
CCCc1ccccc1,1
CS(C)=O | CCCCCCCCO,17
CCc1ccccc1 | ClCc1ccccc1,12
CC(=O)c1ccccc1 | C1CCCCC1,65
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N | Cc1ccccc1,37
CCCCCCCCCl | CC(=O)N(C)C,23
C1COCCO1 | C1CCCCC1,10
CCCC(C)=O | CCCNCCC,9
CCOC(=O)CC | ClCCCCCCCl,13
CCCCCC(C)=O | Nc1ccccc1,14
CCCCO | CCCCCC,37
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCn1cc[n+](C)c1.F[B-](F)(F)F,128
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,20
CCCCCCCO,1
CCO | CC(C)CC(C)(C)C,11
CCCCOC(C)=O | ClCCCCCCCl,15
CCCCCCCCC | CCCCCOC(=O)CC,17
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F | Cc1ccccc1,14
CCCNCCC,2
